emp_no,first_name,last_name,title,from_date,salary
62033,Heeju,Cappelli,Senior Engineer,1994-01-15,69343
62046,Karlis,Nanard,Engineer,1992-09-19,54073
62046,Karlis,Nanard,Senior Engineer,2001-09-19,54073
62384,Akeel,Litzler,Senior Staff,1999-10-23,40000
63294,Tetsushi,Tanemo,Engineer,1997-03-01,40000
63294,Tetsushi,Tanemo,Senior Engineer,2002-03-01,40000
63566,Heekeun,Slaats,Senior Staff,1999-01-12,40000
63419,Hiroyasu,Seuren,Senior Engineer,1989-03-05,40000
63441,Hinrich,Scallan,Staff,1999-04-04,40000
63444,Padma,Peres,Senior Staff,1991-02-20,65631
63444,Padma,Peres,Staff,1985-02-20,65631
63631,Falguni,Cherinka,Senior Engineer,1986-09-08,40000
63706,Sedat,Itzigehl,Engineer,1997-07-31,46185
64023,Laurentiu,Benzmuller,Senior Engineer,1999-11-08,45861
64431,Faiza,Zongker,Technique Leader,1995-12-10,42352
64209,Golgen,Schoegge,Senior Staff,1988-02-26,40000
64632,Zsolt,Brender,Senior Staff,1996-02-21,74384
64487,Tsutomu,Rebaine,Engineer,1986-09-17,42874
64487,Tsutomu,Rebaine,Senior Engineer,1994-09-17,42874
64828,Krister,Pappas,Staff,1999-09-30,61091
64532,Atilio,Segond,Engineer,1990-11-29,76024
64532,Atilio,Segond,Senior Engineer,1996-11-28,76024
65171,Jeane,Tasistro,Technique Leader,1994-07-06,71349
64790,Shin,Piveteau,Engineer,1985-04-19,59783
64790,Shin,Piveteau,Senior Engineer,1993-04-19,59783
64984,Eldridge,Eldridge,Engineer,1986-06-24,40000
64984,Eldridge,Eldridge,Senior Engineer,1991-06-24,40000
65013,Chandrasekaran,Peral,Engineer,1985-02-28,54474
65013,Chandrasekaran,Peral,Senior Engineer,1992-02-29,54474
65539,Aksel,Picaronny,Engineer,1991-01-27,60784
65539,Aksel,Picaronny,Senior Engineer,1998-01-27,60784
65998,Mandell,Alameldin,Senior Staff,1996-04-08,85937
65883,Patricia,Pepe,Senior Staff,1996-04-18,93721
65883,Patricia,Pepe,Staff,1991-04-19,93721
65998,Mandell,Alameldin,Staff,1989-04-08,85937
66530,Dung,Leaver,Staff,1998-04-04,40000
66382,Domenico,Candan,Engineer,1997-07-13,55428
66702,Deniz,Thibadeau,Engineer,1994-09-27,52161
66643,Jianhao,Tomescu,Engineer,1996-08-26,41133
66702,Deniz,Thibadeau,Senior Engineer,2000-09-26,52161
66757,Yonghong,Baig,Staff,1999-04-10,46812
66807,Aiman,Rosaz,Engineer,1990-05-22,50982
66807,Aiman,Rosaz,Senior Engineer,1999-05-22,50982
67320,Sadok,Lorys,Senior Staff,1987-05-10,89952
67548,Fumitaka,Roohalamini,Staff,1998-06-27,40000
67934,Aiman,Gargeya,Engineer,1985-03-07,54347
67934,Aiman,Gargeya,Senior Engineer,1993-03-07,54347
68263,Fumiko,Bodoff,Staff,1991-12-19,66081
68022,Kristinn,Pearson,Staff,1995-05-07,40000
68168,Marl,Thiria,Senior Staff,1992-03-17,46332
68168,Marl,Thiria,Staff,1987-03-18,46332
68608,Yucai,Seghrouchni,Engineer,1989-06-09,47652
68416,Munenori,Debuse,Senior Engineer,1990-11-08,54132
68608,Yucai,Seghrouchni,Senior Engineer,1994-06-09,47652
68633,Chinhyun,Rassart,Senior Engineer,1993-07-29,60777
69219,Shuky,Redmiles,Senior Staff,1994-07-06,75769
68648,Jaques,DiGiano,Technique Leader,1992-04-01,55150
69052,Shietung,Shrader,Senior Staff,1995-08-05,42091
69867,Miyeon,Rothe,Senior Staff,1997-04-08,82080
69867,Miyeon,Rothe,Staff,1991-04-09,82080
69878,Chinya,Cooke,Engineer,1997-01-29,46063
71066,Domenick,Basart,Senior Staff,2001-01-04,78430
69936,Lalit,Unni,Assistant Engineer,1998-12-06,50124
70469,Tru,Miyakawa,Senior Staff,1998-09-03,49746
70469,Tru,Miyakawa,Staff,1990-09-03,49746
70780,Behnaam,Angelov,Assistant Engineer,1995-01-29,40000
71066,Domenick,Basart,Staff,1996-01-05,78430
71141,Sajjad,Vitiello,Senior Staff,1997-02-16,40000
70990,Arumugam,Nitta,Senior Engineer,1990-03-23,56701
71141,Sajjad,Vitiello,Staff,1992-02-17,40000
71188,Pranjal,Schapiro,Senior Staff,1993-12-14,64557
71243,Kinh,Buchter,Engineer,1986-03-29,51345
71243,Kinh,Buchter,Senior Engineer,1993-03-29,51345
71188,Pranjal,Schapiro,Staff,1986-12-14,64557
71334,Cathie,Peck,Engineer,1993-04-12,40000
71334,Cathie,Peck,Senior Engineer,1998-04-12,40000
72190,Sajjad,Waeselynck,Engineer,1999-09-13,43105
71685,Kristinn,Olano,Senior Engineer,1989-10-03,40000
71710,Hitomi,Takanami,Assistant Engineer,1997-12-15,43204
71745,Adil,Laventhal,Assistant Engineer,1992-05-13,40000
71745,Adil,Laventhal,Engineer,2001-05-13,40000
72194,Feiyu,Siepmann,Senior Engineer,1998-10-01,70267
72232,Naraig,Veldwijk,Engineer,1989-07-10,61027
72232,Naraig,Veldwijk,Senior Engineer,1996-07-10,61027
73233,Shigeo,Merey,Senior Engineer,1985-07-30,43651
72640,Honglan,Hutton,Engineer,1993-10-04,40000
72640,Honglan,Hutton,Senior Engineer,1998-10-04,40000
72918,Takahira,Szilard,Senior Staff,1993-01-15,73810
72918,Takahira,Szilard,Staff,1988-01-16,73810
73076,Froduald,Feldhoffer,Senior Engineer,1993-03-16,44141
73516,Qingxiang,Badache,Engineer,1989-06-25,40000
73516,Qingxiang,Badache,Senior Engineer,1996-06-25,40000
73794,Aiichiro,Castellani,Engineer,1985-08-26,41110
73903,Bartek,Cappello,Engineer,1988-07-28,40000
73743,Anneke,Bernardeschi,Engineer,1999-11-01,40000
74344,Hiroyasu,Provine,Engineer,1994-11-25,40000
74200,Holgard,Weiland,Senior Engineer,1991-09-24,40000
74237,Jaihie,Vilarrasa,Assistant Engineer,1992-03-03,48639
74237,Jaihie,Vilarrasa,Engineer,2001-03-03,48639
74598,Kolar,Garigliano,Senior Staff,1992-05-10,57664
74800,Yuuichi,Conde,Assistant Engineer,1989-03-08,40000
74668,Masako,Bonifati,Senior Staff,1987-04-09,56031
74800,Yuuichi,Conde,Engineer,1994-03-08,40000
74800,Yuuichi,Conde,Senior Engineer,1999-03-08,40000
75354,Shuky,Jakobus,Engineer,1986-06-16,40000
75113,Zissis,Birch,Engineer,1994-08-19,40000
75113,Zissis,Birch,Senior Engineer,1999-08-19,40000
75354,Shuky,Jakobus,Senior Engineer,1993-06-16,40000
75420,Clyde,Vrecion,Engineer,1997-07-03,41464
75760,Jahangir,Radhakrishnan,Technique Leader,1991-04-19,44458
76417,Parviz,Duclos,Senior Engineer,1989-12-27,40000
75703,Kyoichi,Erman,Engineer,1996-07-25,40000
75703,Kyoichi,Erman,Senior Engineer,2001-07-25,40000
75888,Marsal,Otillio,Staff,1994-01-23,46178
76178,Chiradeep,Meriste,Senior Engineer,1988-05-23,62261
76189,Kolar,Hinsberger,Engineer,1986-10-20,47490
76189,Kolar,Hinsberger,Senior Engineer,1994-10-20,47490
76201,Arif,Preusig,Senior Engineer,1992-04-02,45799
76598,Keung,Ferriere,Engineer,1991-05-13,69066
76847,Mariusz,Weiland,Senior Engineer,1989-08-16,40000
76640,Tristan,Mitsuhashi,Engineer,1994-07-13,40000
76640,Tristan,Mitsuhashi,Senior Engineer,2000-07-12,40000
77030,Faiza,Garnham,Technique Leader,1986-03-02,47503
77303,Xinglin,Birge,Senior Staff,2001-03-05,48808
77157,Tesuro,Nicolson,Staff,1996-06-01,40000
77303,Xinglin,Birge,Staff,1992-03-05,48808
77647,Niranjan,Schaaf,Technique Leader,1989-11-05,42981
77815,Ronghao,Picaronny,Assistant Engineer,1993-06-09,46164
77815,Ronghao,Picaronny,Engineer,2002-06-09,46164
78106,Ashish,Ratnaker,Senior Staff,1986-11-10,73059
78171,Teiji,Hinsberger,Senior Staff,1997-01-25,41496
78469,Leucio,Cappelli,Staff,1997-08-22,40000
78086,Fabrizio,Anick,Staff,1997-12-16,49364
78363,Susumu,Fritzsche,Engineer,1998-06-23,40030
78871,Conor,Ghandeharizadeh,Senior Engineer,1985-05-25,63067
79043,Katsuo,Hockney,Technique Leader,1999-11-07,62200
79190,Tsuneo,Servi,Staff,1999-06-30,72794
79239,Denny,Griswold,Senior Engineer,1989-05-18,40000
79171,Guiseppe,Ellozy,Senior Engineer,1991-01-12,44193
79722,Make,Remmers,Staff,1997-08-07,64573
79310,Jeong,Cunliffe,Senior Staff,1996-10-27,43707
79606,Arnd,Peir,Senior Engineer,1986-12-11,50381
79763,Sanjoy,Barreiro,Senior Staff,1996-04-09,80428
79640,Marl,Litzkow,Staff,1991-10-12,48730
79763,Sanjoy,Barreiro,Staff,1988-04-09,80428
79895,Fei,Murtagh,Senior Staff,1986-01-19,51534
80067,Kazuhisa,Weiland,Senior Staff,1991-11-09,40000
80067,Kazuhisa,Weiland,Staff,1985-11-09,40000
80432,Stella,Figueira,Senior Staff,1998-03-14,56584
80203,Shakhar,Baik,Staff,1993-12-01,41466
80432,Stella,Figueira,Staff,1990-03-14,56584
80656,Kwan,Gide,Engineer,1998-06-24,40000
80731,Shaowen,Eldridge,Senior Staff,1994-12-05,54475
80731,Shaowen,Eldridge,Staff,1987-12-05,54475
80850,Koldo,Luit,Engineer,1995-04-16,55815
80745,Rimli,Huttel,Staff,1989-12-14,57469
80850,Koldo,Luit,Senior Engineer,2001-04-15,55815
80889,Shigeo,Linnainmaa,Senior Engineer,1985-07-30,60339
81105,Jaewon,Boissier,Engineer,1992-05-24,51686
80948,Harjit,Bardell,Engineer,1991-05-24,40000
80948,Harjit,Bardell,Senior Engineer,1996-05-23,40000
81105,Jaewon,Boissier,Senior Engineer,1998-05-24,51686
81545,Larisa,Kornyak,Technique Leader,1996-03-10,40000
81162,Marco,Klerer,Engineer,1993-11-01,40000
81162,Marco,Klerer,Senior Engineer,1999-11-01,40000
82069,Yechezkel,Perfilyeva,Engineer,1994-11-03,40000
81619,Gen,Aloisi,Engineer,1985-03-12,52936
81619,Gen,Aloisi,Senior Engineer,1993-03-12,52936
81644,Divine,Ghandeharizadeh,Staff,1997-11-28,96620
81995,Sreekrishna,Brender,Engineer,1990-03-22,41280
81995,Sreekrishna,Brender,Senior Engineer,1996-03-21,41280
82069,Yechezkel,Perfilyeva,Senior Engineer,2000-11-02,40000
82351,Stevo,Thambidurai,Senior Staff,1989-10-27,40000
82098,Poornachandra,Wilharm,Engineer,1991-04-20,65236
82098,Poornachandra,Wilharm,Senior Engineer,1998-04-20,65236
82919,Shigeu,Claffy,Engineer,1998-02-03,40000
82511,Uwe,Koblick,Engineer,1998-04-04,40000
82928,Alselm,Rikino,Engineer,1990-11-16,60112
82928,Alselm,Rikino,Senior Engineer,1997-11-16,60112
83280,Francesca,Ellozy,Senior Engineer,1999-08-08,53451
83289,Shigeichiro,Engelmann,Engineer,1994-01-09,40000
83289,Shigeichiro,Engelmann,Senior Engineer,2000-01-09,40000
83509,Breannda,Collavizza,Engineer,1989-10-12,40000
83509,Breannda,Collavizza,Senior Engineer,1994-10-12,40000
83544,Leaf,Baak,Senior Staff,2001-09-05,64345
83544,Leaf,Baak,Staff,1994-09-05,64345
83805,Manohar,Harllee,Senior Engineer,1987-03-11,81354
83922,Shunichi,Solovay,Engineer,1986-06-07,43228
83714,Ohad,Kilgore,Engineer,1990-07-01,43736
83714,Ohad,Kilgore,Senior Engineer,1997-07-01,43736
83922,Shunichi,Solovay,Senior Engineer,1995-06-07,43228
83941,Zsolt,Hagimont,Senior Staff,2001-10-08,40000
83941,Zsolt,Hagimont,Staff,1996-10-08,40000
84256,Denny,Cheshire,Staff,1989-11-23,46835
84029,Babette,Eugenio,Staff,1997-09-21,40000
84163,Zejun,Roisin,Senior Staff,1997-05-26,55022
84179,Shuichi,Nanard,Senior Engineer,1989-03-14,40000
84315,Kristina,Baumann,Assistant Engineer,1996-09-26,40000
84236,Eberhardt,Barriga,Senior Staff,1993-06-03,79481
84236,Eberhardt,Barriga,Staff,1987-06-04,79481
84494,Janalee,Loncour,Staff,1986-04-12,46378
84508,Tommaso,Vidya,Engineer,1998-05-02,40000
84840,Sverrir,Neimat,Staff,1996-11-03,40000
84451,Shiv,Aumann,Senior Engineer,1998-06-14,52930
85216,Ferdinand,Rosiles,Senior Staff,1997-07-08,50873
84922,Parke,Unno,Engineer,1996-07-01,40000
84942,Shin,Fujisaki,Technique Leader,1988-02-23,40000
85414,Chiradeep,Callaway,Staff,1999-07-30,46065
85288,Younwoo,Luders,Engineer,1995-03-31,59922
85288,Younwoo,Luders,Senior Engineer,2002-03-31,59922
85702,Udi,Merks,Engineer,1997-08-15,46279
85445,Yongdong,Pollock,Staff,1998-03-17,64616
85874,Pasqua,Taubman,Senior Staff,1986-06-23,45034
86324,Maia,Berstel,Engineer,1988-07-17,40000
86213,Kristine,Clemencon,Senior Staff,1996-04-21,58095
86213,Kristine,Clemencon,Staff,1990-04-22,58095
86324,Maia,Berstel,Senior Engineer,1993-07-17,40000
86546,Oldrich,Woycyznski,Engineer,1985-05-15,40000
86354,Ronghao,Segond,Senior Engineer,1993-09-13,66984
86546,Oldrich,Woycyznski,Senior Engineer,1990-05-15,40000
86422,Jaewon,Thummel,Senior Staff,1992-09-14,40000
86422,Jaewon,Thummel,Staff,1985-09-14,40000
87458,Mikhail,Gimbel,Senior Staff,1993-12-22,40000
86655,Zhenhua,Lorys,Engineer,1995-08-21,42987
86672,JoAnne,Anido,Staff,1995-09-15,40000
87129,Keung,Neiman,Staff,1997-04-13,63824
87714,Khun,Janetzko,Assistant Engineer,1989-09-13,40000
87353,Quingbo,Coombs,Senior Engineer,1999-01-17,54168
87714,Khun,Janetzko,Engineer,1998-09-13,40000
87729,Yongmin,Roccetti,Senior Staff,1991-12-10,40000
87729,Yongmin,Roccetti,Staff,1986-12-10,40000
87783,Conor,Thorensen,Senior Engineer,1988-02-24,61557
88103,Goo,Bresenham,Senior Staff,1999-01-31,81862
88411,Lena,Cannane,Engineer,2000-01-28,40000
88422,Jungsoon,Birsak,Technique Leader,1985-04-03,67886
88647,Vasiliy,Ratnaker,Engineer,1995-08-09,47900
88357,Manohar,Karcich,Staff,1998-08-07,40000
89048,Otmar,Birjandi,Engineer,1985-03-23,60750
89048,Otmar,Birjandi,Senior Engineer,1992-03-23,60750
89090,Tetsushi,Theuretzbacher,Senior Staff,1995-02-01,47091
88958,Vojin,Coombs,Senior Staff,2002-07-23,68392
88958,Vojin,Coombs,Staff,1995-07-23,68392
88965,Mang,Hedayat,Engineer,1995-05-22,45594
89090,Tetsushi,Theuretzbacher,Staff,1990-02-01,47091
89161,Conal,Yetto,Senior Staff,1999-01-12,40000
89207,Along,Erol,Senior Staff,1999-10-17,40000
89207,Along,Erol,Staff,1992-10-16,40000
89161,Conal,Yetto,Staff,1991-01-12,40000
89487,Kazuhira,Seiwald,Engineer,1995-03-25,40000
89346,Mansur,Comyn,Engineer,1999-08-31,45781
89664,Pranjal,Rossi,Staff,1998-07-07,59064
89590,Guther,Rothenberg,Senior Staff,2000-08-07,67868
89590,Guther,Rothenberg,Staff,1991-08-08,67868
89680,Aiman,Mawatari,Engineer,1988-05-01,40000
89680,Aiman,Mawatari,Senior Engineer,1997-05-01,40000
89922,Alexius,Ibel,Engineer,1988-04-24,62911
89806,Xiadong,Shinomoto,Engineer,1997-05-24,40000
89806,Xiadong,Shinomoto,Senior Engineer,2002-05-24,40000
89922,Alexius,Ibel,Senior Engineer,1993-04-24,62911
90077,Vivian,Guerreiro,Assistant Engineer,1991-07-08,45948
89941,Arnould,Weedman,Senior Staff,1989-07-28,55028
90077,Vivian,Guerreiro,Engineer,1998-07-08,45948
90084,Renny,Bale,Engineer,1989-11-22,45685
90084,Renny,Bale,Senior Engineer,1996-11-22,45685
90116,Brigham,Luiz,Assistant Engineer,1990-04-10,69213
90292,Koichi,Assaf,Engineer,1990-05-26,40491
90211,Bader,Denis,Engineer,1997-10-06,40000
90292,Koichi,Assaf,Senior Engineer,1998-05-26,40491
90518,Fumiko,Chepyzhov,Senior Staff,1997-01-27,42375
90366,Magy,Eiron,Senior Staff,1998-08-03,40000
90518,Fumiko,Chepyzhov,Staff,1988-01-28,42375
90692,Rajmohan,DasSarma,Senior Staff,1990-09-14,40000
90614,Yonghoan,Trogemann,Assistant Engineer,1988-09-23,44589
90614,Yonghoan,Trogemann,Engineer,1997-09-23,44589
90692,Rajmohan,DasSarma,Staff,1985-09-14,40000
91172,Kazuhisa,Melter,Senior Staff,1993-07-15,40000
91172,Kazuhisa,Melter,Staff,1987-07-16,40000
91182,Lucien,Schwartzburd,Engineer,1988-08-25,44702
91229,Yahiko,Hebden,Engineer,1996-10-03,40000
91182,Lucien,Schwartzburd,Senior Engineer,1994-08-25,44702
91229,Yahiko,Hebden,Senior Engineer,2001-10-03,40000
91308,Remmert,Plumb,Engineer,1986-06-14,51770
91256,Gunilla,Milicic,Staff,1998-01-09,81518
91308,Remmert,Plumb,Senior Engineer,1993-06-14,51770
91333,Lobel,Stafford,Staff,1998-11-29,54313
92577,Zhanqiu,Farrow,Assistant Engineer,1999-01-10,40000
91415,Jamaludin,Nilsson,Senior Staff,1994-01-15,50426
91415,Jamaludin,Nilsson,Staff,1987-01-15,50426
91462,Siamak,Janocha,Engineer,1997-08-26,40000
91648,Dmitry,Msuda,Senior Staff,1997-10-22,84094
91648,Dmitry,Msuda,Staff,1988-10-22,84094
91934,Nikolaus,Swen,Engineer,2000-01-28,46503
91973,Jianwen,Jakobus,Senior Engineer,1998-08-24,50475
92438,Aria,Kilgore,Engineer,1989-02-27,54543
92438,Aria,Kilgore,Senior Engineer,1996-02-28,54543
92443,Girolamo,Bellmore,Senior Staff,1996-12-04,40000
92454,Visit,McFarlan,Engineer,1987-10-22,40000
92598,Ranga,Merro,Assistant Engineer,1996-05-11,56144
92454,Visit,McFarlan,Senior Engineer,1996-10-21,40000
92841,Claude,Candan,Senior Staff,1993-08-04,78441
92685,Mang,Atchley,Senior Staff,1995-06-07,55634
92846,Anyuan,Kropatsch,Senior Staff,1993-09-05,44033
92846,Anyuan,Kropatsch,Staff,1986-09-05,44033
93040,Jaques,Kabayashi,Senior Engineer,1992-03-13,56125
92920,Huei,Hutter,Engineer,1993-01-28,40000
92920,Huei,Hutter,Senior Engineer,2000-01-29,40000
93220,Richara,Walston,Senior Engineer,1996-08-27,47553
93549,Arie,Coullard,Senior Staff,1998-04-15,81468
93278,Magdalena,Penn,Engineer,1997-01-04,49314
93278,Magdalena,Penn,Senior Engineer,2002-01-04,49314
93549,Arie,Coullard,Staff,1991-04-15,81468
93794,Rimli,Werthner,Engineer,1994-05-27,40245
93600,Kristina,Neimat,Technique Leader,1988-04-18,40000
93794,Rimli,Werthner,Senior Engineer,2000-05-26,40245
94131,Bernardo,Vasanthakumar,Staff,1997-05-01,45782
94416,Aran,Cesareni,Senior Staff,1990-02-10,61048
94045,Gift,Brender,Senior Engineer,1996-10-31,49858
94442,Bilhanan,Marrakchi,Staff,1998-02-03,69280
94331,Ramzi,Cronau,Technique Leader,1999-09-03,40000
94690,Kazuyasu,Sridhar,Staff,1999-12-22,62057
94944,Heping,Matheson,Engineer,1988-06-24,57985
94761,Hitofumi,Zaccaria,Engineer,1988-11-22,48772
94761,Hitofumi,Zaccaria,Senior Engineer,1997-11-22,48772
94787,Shigenori,Stanfel,Staff,1993-04-25,41967
94944,Heping,Matheson,Senior Engineer,1997-06-24,57985
95286,Kristin,Guerreiro,Engineer,1989-08-23,40000
95286,Kristin,Guerreiro,Senior Engineer,1997-08-23,40000
95314,Rasiah,Koblick,Senior Staff,1999-08-21,69833
95314,Rasiah,Koblick,Staff,1991-08-21,69833
95181,Yishai,Cappelli,Staff,1997-01-30,66810
95406,Alair,Lyonns,Engineer,1997-07-12,40000
95416,Gianluca,Ramaiah,Engineer,1993-11-29,51499
95692,Abdulah,Hofstetter,Engineer,1999-11-24,40000
95920,Nobuyoshi,Hegner,Senior Staff,2001-09-07,61744
95920,Nobuyoshi,Hegner,Staff,1994-09-07,61744
96100,Pranay,Rebaine,Senior Engineer,1998-02-01,49351
95509,Kristinn,Loncour,Engineer,1995-02-08,40000
96571,Kokou,Garrabrants,Senior Engineer,1997-11-05,47390
96579,Mohan,Tasistro,Engineer,1996-02-10,50866
96767,Arumugam,Vecchio,Engineer,1985-08-14,68591
96767,Arumugam,Vecchio,Senior Engineer,1992-08-14,68591
97623,Haldon,Janetzko,Senior Staff,1996-09-10,45153
97623,Haldon,Janetzko,Staff,1990-09-11,45153
97661,Avishai,Hegner,Senior Staff,2002-05-08,46725
97661,Avishai,Hegner,Staff,1993-05-08,46725
97697,Moie,Karunanithi,Engineer,1990-02-07,40000
97697,Moie,Karunanithi,Senior Engineer,1995-02-07,40000
98288,Sumali,Huttel,Senior Staff,1997-09-12,43445
97018,Jeanna,Chinen,Engineer,1989-01-01,44400
97018,Jeanna,Chinen,Senior Engineer,1994-01-01,44400
97092,Anwar,Riexinger,Engineer,1991-12-31,63199
97092,Anwar,Riexinger,Senior Engineer,1997-12-30,63199
98288,Sumali,Huttel,Staff,1989-09-12,43445
98306,Ziya,Kadhim,Senior Engineer,1995-11-02,58503
98639,Florina,Assaf,Staff,1996-05-18,40000
98514,Giao,Junot,Staff,1999-07-01,79331
99057,Shugo,Reeken,Staff,1999-06-21,40000
99373,Xiaobin,Christianini,Senior Staff,1991-12-25,40000
99373,Xiaobin,Christianini,Staff,1985-12-25,40000
99377,Carrsten,Francisci,Senior Engineer,1991-06-16,51127
99590,Dhritiman,Anily,Staff,1998-12-16,86023
100865,Hisao,Peral,Engineer,1990-10-03,84451
99654,Mahendra,Motley,Senior Staff,1992-09-28,58667
99654,Mahendra,Motley,Staff,1985-09-28,58667
100865,Hisao,Peral,Senior Engineer,1998-10-03,84451
100877,Kazuhide,Harnett,Engineer,1995-02-02,47459
101063,Nectarios,Munos,Senior Engineer,1994-08-31,56046
100916,Heejo,Aamodt,Engineer,1992-04-22,58123
100916,Heejo,Aamodt,Senior Engineer,2001-04-22,58123
101487,Abdelaziz,Sury,Senior Staff,1999-01-31,60348
101487,Abdelaziz,Sury,Staff,1991-01-31,60348
101647,Mori,Homond,Senior Staff,2000-05-09,69247
101647,Mori,Homond,Staff,1994-05-10,69247
101902,Mantis,Millington,Senior Staff,1997-03-17,58037
101902,Mantis,Millington,Staff,1991-03-18,58037
103166,Waiman,Dalton,Engineer,1990-05-25,40000
102620,Adin,Templeman,Engineer,1997-12-10,45060
103166,Waiman,Dalton,Senior Engineer,1999-05-25,40000
103310,Visit,Swen,Senior Staff,2000-10-01,66244
103310,Visit,Swen,Staff,1995-10-02,66244
103316,Susanne,Peternell,Engineer,1994-07-27,45189
103316,Susanne,Peternell,Senior Engineer,1999-07-27,45189
103342,Beshir,Hellwagner,Engineer,1998-02-03,40000
104845,Werner,Lodder,Senior Staff,1998-06-17,54489
103172,Doowon,Highland,Engineer,1988-03-08,40000
103172,Doowon,Highland,Senior Engineer,1995-03-09,40000
103196,Djenana,Albarhamtoshy,Senior Staff,1993-07-16,40000
103196,Djenana,Albarhamtoshy,Staff,1988-07-16,40000
103756,Heping,Halloran,Assistant Engineer,1992-04-08,40000
103756,Heping,Halloran,Engineer,2001-04-08,40000
104133,Pranjal,Zyda,Senior Staff,1998-07-03,92751
104133,Pranjal,Zyda,Staff,1991-07-03,92751
104845,Werner,Lodder,Staff,1992-06-17,54489
105342,Kwun,Reeker,Technique Leader,1999-07-29,61529
104962,Zongyan,Auyong,Engineer,1987-11-02,81539
104988,Parviz,Litzler,Engineer,1992-08-08,71970
104988,Parviz,Litzler,Senior Engineer,1999-08-09,71970
105191,Jaber,Kleiser,Engineer,1986-12-13,62196
105356,Diederik,Matzov,Engineer,1988-05-12,43737
105356,Diederik,Matzov,Senior Engineer,1996-05-12,43737
105432,Mohamadou,Stafford,Engineer,1995-09-12,55985
105432,Mohamadou,Stafford,Senior Engineer,2000-09-11,55985
105589,Yechiam,Egerstedt,Engineer,1995-12-31,41784
105520,Haldun,Lienhardt,Senior Staff,1987-01-29,71995
105731,Sachem,Cromarty,Assistant Engineer,1990-08-20,48369
105731,Sachem,Cromarty,Engineer,1996-08-19,48369
105936,Vidar,Thibadeau,Staff,1995-03-02,53234
106695,Lijie,Garrabrants,Senior Staff,1990-10-02,52364
106096,Naftali,Schurmann,Engineer,1992-12-02,40000
106096,Naftali,Schurmann,Senior Engineer,1999-12-03,40000
106242,Nevio,Thisen,Senior Staff,1994-03-25,40000
106242,Nevio,Thisen,Staff,1988-03-25,40000
106514,Otilia,Speek,Senior Engineer,1988-07-30,52638
106695,Lijie,Garrabrants,Staff,1985-10-02,52364
106958,Horward,Begiun,Engineer,1985-11-06,62767
106710,Babette,Anandan,Senior Staff,1993-11-22,60537
106710,Babette,Anandan,Staff,1986-11-22,60537
106958,Horward,Begiun,Senior Engineer,1992-11-06,62767
107828,Ramya,Walston,Senior Staff,1995-02-03,78757
107486,Siamak,Luiz,Senior Engineer,1987-02-11,40000
107737,Fabrizio,Chleq,Senior Engineer,1999-07-31,70367
107828,Ramya,Walston,Staff,1989-02-03,78757
108198,Randi,Samarati,Senior Staff,1999-10-21,42904
107792,Shahab,Crooks,Senior Staff,2001-03-18,80432
107792,Shahab,Crooks,Staff,1992-03-18,80432
108198,Randi,Samarati,Staff,1992-10-20,42904
108316,Shai,Stellhorn,Senior Engineer,1992-05-21,40000
108091,Hisao,Ghemri,Senior Staff,1990-11-14,56381
108091,Hisao,Ghemri,Staff,1985-11-14,56381
109211,Gor,Delgrande,Engineer,1995-11-07,40000
108988,Oksana,Baek,Senior Staff,1997-07-20,60335
108988,Oksana,Baek,Staff,1989-07-20,60335
109211,Gor,Delgrande,Senior Engineer,2001-11-06,40000
109252,Moty,Winter,Technique Leader,1991-04-28,40000
109062,Jamaludin,Kandlur,Senior Engineer,1992-06-19,45396
109278,Bangqing,Schach,Senior Staff,1996-03-22,57911
109278,Bangqing,Schach,Staff,1988-03-22,57911
109598,Stamatina,Auyong,Senior Staff,1988-07-05,59483
109611,Jamaludin,Lalonde,Staff,1994-07-09,97721
109620,Mani,Cannata,Senior Staff,1995-06-21,68293
109620,Mani,Cannata,Staff,1989-06-21,68293
109652,Huan,Perko,Senior Staff,1993-07-31,60319
109547,Chenye,Zizka,Senior Staff,1994-02-22,40000
109547,Chenye,Zizka,Staff,1986-02-22,40000
109552,Menkae,Etalle,Assistant Engineer,1997-05-21,49886
109552,Menkae,Etalle,Engineer,2002-05-21,49886
109652,Huan,Perko,Staff,1988-07-31,60319
109703,Arco,Walston,Engineer,1999-08-16,46705
109553,Xiaobin,DuBourdieux,Staff,1985-09-16,69019
109741,Hatem,Fadgyas,Senior Engineer,1991-11-13,40000
200052,Slavian,Cincotta,Senior Engineer,1992-05-30,40000
109953,Godehard,Chorvat,Senior Staff,1996-04-10,56632
109953,Godehard,Chorvat,Staff,1988-04-10,56632
200267,Chuanti,Luff,Senior Staff,2000-09-20,40000
200176,Shahab,Luit,Senior Staff,1994-11-20,90882
200176,Shahab,Luit,Staff,1985-11-20,90882
200267,Chuanti,Luff,Staff,1994-09-21,40000
200312,Akemi,Fujisaki,Senior Engineer,1998-06-25,40000
200735,Dinah,Denos,Senior Staff,2001-09-21,65769
200363,Kirk,Quaggetto,Engineer,1987-06-30,54013
200363,Kirk,Quaggetto,Senior Engineer,1995-06-30,54013
200735,Dinah,Denos,Staff,1992-09-21,65769
200789,Susumu,Camurati,Senior Staff,1997-12-14,65044
200789,Susumu,Camurati,Staff,1991-12-15,65044
201229,Alejandra,Khasidashvili,Staff,1994-07-30,49086
201180,Odinaldo,Bridgland,Assistant Engineer,1989-06-09,64988
